Gene name,GO term accession,GO domain
ACE,GO:0016020,cellular_component
ACE,GO:0006508,biological_process
ACE,GO:0008237,molecular_function
ACE,GO:0008241,molecular_function
ACE,GO:0005615,cellular_component
ACE,GO:0005737,cellular_component
ACE,GO:0005576,cellular_component
ACE,GO:0046872,molecular_function
ACE,GO:0005886,cellular_component
ACE,GO:0008233,molecular_function
ACE,GO:0016787,molecular_function
ACE,GO:0003779,molecular_function
ACE,GO:0004180,molecular_function
ACE,GO:0004222,molecular_function
ACE,GO:0001822,biological_process
ACE,GO:0005515,molecular_function
ACE,GO:0005516,molecular_function
ACE,GO:0019229,biological_process
ACE,GO:0070062,cellular_component
ACE,GO:0004175,molecular_function
ACE,GO:0009897,cellular_component
ACE,GO:0048167,biological_process
ACE,GO:0086091,biological_process
ACE,GO:2000170,biological_process
ACE,GO:0008217,biological_process
ACE,GO:0008270,molecular_function
ACE,GO:0042445,biological_process
ACE,GO:0051019,molecular_function
ACE,GO:0014910,biological_process
ACE,GO:0002003,biological_process
ACE,GO:0001974,biological_process
ACE,GO:0002019,biological_process
ACE,GO:0038166,biological_process
ACE,GO:0005764,cellular_component
ACE,GO:0002446,biological_process
ACE,GO:0050482,biological_process
ACE,GO:0031404,molecular_function
ACE,GO:0060047,biological_process
ACE,GO:0008238,molecular_function
ACE,GO:0010814,biological_process
ACE,GO:0010815,biological_process
ACE,GO:0042447,biological_process
ACE,GO:0008240,molecular_function
ACE,GO:0031434,molecular_function
ACE,GO:0031711,molecular_function
ACE,GO:0070573,molecular_function
ACE,GO:1901363,molecular_function
ACE,GO:0001666,biological_process
ACE,GO:0002474,biological_process
ACE,GO:0003081,biological_process
ACE,GO:0003084,biological_process
ACE,GO:0006518,biological_process
ACE,GO:0007283,biological_process
ACE,GO:0007565,biological_process
ACE,GO:0008584,biological_process
ACE,GO:0009410,biological_process
ACE,GO:0009792,biological_process
ACE,GO:0010608,biological_process
ACE,GO:0010629,biological_process
ACE,GO:0030324,biological_process
ACE,GO:0031100,biological_process
ACE,GO:0031667,biological_process
ACE,GO:0032496,biological_process
ACE,GO:0032943,biological_process
ACE,GO:0034616,biological_process
ACE,GO:0042310,biological_process
ACE,GO:0042755,biological_process
ACE,GO:0043065,biological_process
ACE,GO:0043171,biological_process
ACE,GO:0045777,biological_process
ACE,GO:0045907,biological_process
ACE,GO:0046325,biological_process
ACE,GO:0048286,biological_process
ACE,GO:0050435,biological_process
ACE,GO:0050769,biological_process
ACE,GO:0060177,biological_process
ACE,GO:0060218,biological_process
ACE,GO:0060978,biological_process
ACE,GO:0071333,biological_process
ACE,GO:0071548,biological_process
ACE,GO:0071838,biological_process
ACE,GO:0090281,biological_process
ACE,GO:0097066,biological_process
ACE,GO:0097746,biological_process
ACE,GO:1902033,biological_process
ACE,GO:1903597,biological_process
ACE,GO:1904045,biological_process
ACE,GO:0005768,cellular_component
ACE,GO:0009925,cellular_component
ACE,GO:0031526,cellular_component
ACE,GO:0031982,cellular_component
ACE,GO:0097225,cellular_component
ACOT11,GO:0008289,molecular_function
ACOT11,GO:0016790,molecular_function
ACOT11,GO:0005737,cellular_component
ACOT11,GO:0006629,biological_process
ACOT11,GO:0005829,cellular_component
ACOT11,GO:0016787,molecular_function
ACOT11,GO:0005739,cellular_component
ACOT11,GO:0005759,cellular_component
ACOT11,GO:0006631,biological_process
ACOT11,GO:0035556,biological_process
ACOT11,GO:0005515,molecular_function
ACOT11,GO:0052689,molecular_function
ACOT11,GO:0047617,molecular_function
ACOT11,GO:0070062,cellular_component
ACOT11,GO:0016290,molecular_function
ACOT11,GO:0102991,molecular_function
ACOT11,GO:0006637,biological_process
ACOT11,GO:0120163,biological_process
ACOT11,GO:0009266,biological_process
ACOT11,GO:0052816,molecular_function
ACOT11,GO:0009409,biological_process
ACSS3,GO:0006629,biological_process
ACSS3,GO:0043231,cellular_component
ACSS3,GO:0000166,molecular_function
ACSS3,GO:0005524,molecular_function
ACSS3,GO:0005739,cellular_component
ACSS3,GO:0005759,cellular_component
ACSS3,GO:0016874,molecular_function
ACSS3,GO:0005515,molecular_function
ACSS3,GO:0003987,molecular_function
ACSS3,GO:0016405,molecular_function
ACSS3,GO:0016878,molecular_function
ACSS3,GO:0050218,molecular_function
ACSS3,GO:0047760,molecular_function
ACSS3,GO:0046951,biological_process
ADAM11,GO:0006508,biological_process
ADAM11,GO:0008237,molecular_function
ADAM11,GO:0004222,molecular_function
ADAM11,GO:0016020,cellular_component
ADAM11,GO:0042995,cellular_component
ADAM11,GO:0005886,cellular_component
ADAM11,GO:0045202,cellular_component
ADAM11,GO:0043204,cellular_component
ADAM11,GO:0030424,cellular_component
ADAM11,GO:0042734,cellular_component
ADAM11,GO:0062023,cellular_component
ADAM11,GO:0045184,biological_process
ADAM11,GO:0005178,molecular_function
ADAM11,GO:0007229,biological_process
ADAM11,GO:0033555,biological_process
ADAM11,GO:0061367,biological_process
ADAM11,GO:0061368,biological_process
ADAMTS12,GO:0006508,biological_process
ADAMTS12,GO:0008237,molecular_function
ADAMTS12,GO:0004222,molecular_function
ADAMTS12,GO:0030198,biological_process
ADAMTS12,GO:0005515,molecular_function
ADAMTS12,GO:0005576,cellular_component
ADAMTS12,GO:0046872,molecular_function
ADAMTS12,GO:0008233,molecular_function
ADAMTS12,GO:0016787,molecular_function
ADAMTS12,GO:0031012,cellular_component
ADAMTS12,GO:0071773,biological_process
ADAMTS12,GO:0032331,biological_process
ADAMTS12,GO:0016477,biological_process
ADAMTS12,GO:0050727,biological_process
ADAMTS12,GO:0007160,biological_process
ADAMTS12,GO:0071356,biological_process
ADAMTS12,GO:0051603,biological_process
ADAMTS12,GO:0071347,biological_process
ADAMTS12,GO:0001503,biological_process
ADAMTS12,GO:0002062,biological_process
ADAMTS12,GO:0006029,biological_process
ADAMTS12,GO:0030167,biological_process
ADAMTS12,GO:0030199,biological_process
ADAMTS12,GO:0043931,biological_process
ADAMTS12,GO:1901509,biological_process
ADAMTS12,GO:1902203,biological_process
ADAMTS12,GO:1902548,biological_process
ADAMTS12,GO:2001113,biological_process
AFAP1L1,GO:0005737,cellular_component
AFAP1L1,GO:0042995,cellular_component
AFAP1L1,GO:0005856,cellular_component
AFAP1L1,GO:0070161,cellular_component
AFAP1L1,GO:0002102,cellular_component
AFAP1L1,GO:0005515,molecular_function
AFAP1L1,GO:0005829,cellular_component
AFAP1L1,GO:0001725,cellular_component
AFAP1L1,GO:0017124,molecular_function
ALDH1L1,GO:0005737,cellular_component
ALDH1L1,GO:0003824,molecular_function
ALDH1L1,GO:0016491,molecular_function
ALDH1L1,GO:0009058,biological_process
ALDH1L1,GO:0016620,molecular_function
ALDH1L1,GO:0016155,molecular_function
ALDH1L1,GO:0006730,biological_process
ALDH1L1,GO:0009258,biological_process
ALDH1L1,GO:0005829,cellular_component
ALDH1L1,GO:0070062,cellular_component
ALDH1L1,GO:0004029,molecular_function
ALDH1L1,GO:0006740,biological_process
ALDH1L1,GO:0044281,biological_process
ALDH1L1,GO:0005515,molecular_function
ALOX12,GO:0046872,molecular_function
ALOX12,GO:0005515,molecular_function
ALOX12,GO:0016702,molecular_function
ALOX12,GO:0034440,biological_process
ALOX12,GO:0005506,molecular_function
ALOX12,GO:0005737,cellular_component
ALOX12,GO:0016020,cellular_component
ALOX12,GO:0006629,biological_process
ALOX12,GO:0016491,molecular_function
ALOX12,GO:0016787,molecular_function
ALOX12,GO:0006631,biological_process
ALOX12,GO:0005829,cellular_component
ALOX12,GO:0051213,molecular_function
ALOX12,GO:0042383,cellular_component
ALOX12,GO:0019369,biological_process
ALOX12,GO:0001676,biological_process
ALOX12,GO:0006690,biological_process
ALOX12,GO:0070062,cellular_component
ALOX12,GO:0061436,biological_process
ALOX12,GO:0016165,molecular_function
ALOX12,GO:0050473,molecular_function
ALOX12,GO:0019372,biological_process
ALOX12,GO:0043651,biological_process
ALOX12,GO:0051122,biological_process
ALOX12,GO:2001303,biological_process
ALOX12,GO:0004052,molecular_function
ALOX12,GO:0090331,biological_process
ALOX12,GO:0019395,biological_process
ALOX12,GO:0047977,molecular_function
ALOX12,GO:0010656,biological_process
ALOX12,GO:0033559,biological_process
ALOX12,GO:0042554,biological_process
ALOX12,GO:1901751,biological_process
ALOX12,GO:2001306,biological_process
AMIGO2,GO:0005515,molecular_function
AMIGO2,GO:0005634,cellular_component
AMIGO2,GO:0016020,cellular_component
AMIGO2,GO:0005886,cellular_component
AMIGO2,GO:0007155,biological_process
AMIGO2,GO:0007420,biological_process
AMIGO2,GO:0007156,biological_process
AMIGO2,GO:0007157,biological_process
AMIGO2,GO:0043069,biological_process
AMIGO2,GO:0051965,biological_process
ANGPTL2,GO:0005576,cellular_component
ANGPTL2,GO:0005515,molecular_function
ANGPTL2,GO:0005615,cellular_component
ANGPTL2,GO:0005102,molecular_function
ANGPTL2,GO:0062023,cellular_component
ANGPTL2,GO:0070062,cellular_component
ANGPTL2,GO:0007267,biological_process
ANK1,GO:0005515,molecular_function
ANK1,GO:0007165,biological_process
ANK1,GO:0005737,cellular_component
ANK1,GO:0016020,cellular_component
ANK1,GO:0005886,cellular_component
ANK1,GO:0019899,molecular_function
ANK1,GO:0005856,cellular_component
ANK1,GO:0006887,biological_process
ANK1,GO:0016323,cellular_component
ANK1,GO:0007010,biological_process
ANK1,GO:0051179,biological_process
ANK1,GO:0016529,cellular_component
ANK1,GO:0044325,molecular_function
ANK1,GO:0043005,cellular_component
ANK1,GO:0005198,molecular_function
ANK1,GO:0005829,cellular_component
ANK1,GO:0031430,cellular_component
ANK1,GO:0005200,molecular_function
ANK1,GO:0008093,molecular_function
ANK1,GO:0051117,molecular_function
ANK1,GO:0019903,molecular_function
ANK1,GO:0072659,biological_process
ANK1,GO:0045199,biological_process
ANK1,GO:0014731,cellular_component
ANK1,GO:0030507,molecular_function
ANK1,GO:0009898,cellular_component
ANK1,GO:0006888,biological_process
ANK1,GO:0010638,biological_process
ANK1,GO:0030018,cellular_component
ANK1,GO:0030673,cellular_component
ANK1,GO:0031672,cellular_component
ANK1,GO:0042383,cellular_component
ANK1,GO:0045211,cellular_component
ANXA2,GO:0005509,molecular_function
ANXA2,GO:0008092,molecular_function
ANXA2,GO:0005544,molecular_function
ANXA2,GO:0004859,molecular_function
ANXA2,GO:0005634,cellular_component
ANXA2,GO:0003723,molecular_function
ANXA2,GO:0005737,cellular_component
ANXA2,GO:0005576,cellular_component
ANXA2,GO:0016020,cellular_component
ANXA2,GO:0005768,cellular_component
ANXA2,GO:0005765,cellular_component
ANXA2,GO:0005515,molecular_function
ANXA2,GO:0005811,cellular_component
ANXA2,GO:0042470,cellular_component
ANXA2,GO:0005615,cellular_component
ANXA2,GO:0031902,cellular_component
ANXA2,GO:0045121,cellular_component
ANXA2,GO:0030496,cellular_component
ANXA2,GO:0005604,cellular_component
ANXA2,GO:0031982,cellular_component
ANXA2,GO:0009986,cellular_component
ANXA2,GO:0070588,biological_process
ANXA2,GO:0001525,biological_process
ANXA2,GO:0005886,cellular_component
ANXA2,GO:0042802,molecular_function
ANXA2,GO:0019834,molecular_function
ANXA2,GO:0062023,cellular_component
ANXA2,GO:0070062,cellular_component
ANXA2,GO:0048306,molecular_function
ANXA2,GO:0005546,molecular_function
ANXA2,GO:0098609,biological_process
ANXA2,GO:0098641,molecular_function
ANXA2,GO:0005912,cellular_component
ANXA2,GO:0045944,biological_process
ANXA2,GO:0042789,biological_process
ANXA2,GO:0090575,cellular_component
ANXA2,GO:0001786,molecular_function
ANXA2,GO:0035578,cellular_component
ANXA2,GO:0044548,molecular_function
ANXA2,GO:0005262,molecular_function
ANXA2,GO:0002020,molecular_function
ANXA2,GO:0001765,biological_process
ANXA2,GO:0046790,molecular_function
ANXA2,GO:0016363,cellular_component
ANXA2,GO:0016323,cellular_component
ANXA2,GO:0031340,biological_process
ANXA2,GO:0004867,molecular_function
ANXA2,GO:0001921,biological_process
ANXA2,GO:0002091,biological_process
ANXA2,GO:0006900,biological_process
ANXA2,GO:0010756,biological_process
ANXA2,GO:0032804,biological_process
ANXA2,GO:0036035,biological_process
ANXA2,GO:0044090,biological_process
ANXA2,GO:0045921,biological_process
ANXA2,GO:0050767,biological_process
ANXA2,GO:1905581,biological_process
ANXA2,GO:1905597,biological_process
ANXA2,GO:1905599,biological_process
ANXA2,GO:1905602,biological_process
ANXA2,GO:1905686,biological_process
ANXA2,GO:0098797,cellular_component
ANXA2,GO:1990667,cellular_component
ANXA2,GO:1990665,cellular_component
ANXA2,GO:0030199,biological_process
ANXA2,GO:0042730,biological_process
ANXA2,GO:0001533,cellular_component
ANXA2,GO:0005769,cellular_component
ANXA2,GO:0005829,cellular_component
ANXA2,GO:0035749,cellular_component
ANXA2,GO:0042383,cellular_component
ANXA2,GO:0043220,cellular_component
AOX1,GO:0046872,molecular_function
AOX1,GO:0050660,molecular_function
AOX1,GO:0016491,molecular_function
AOX1,GO:0051536,molecular_function
AOX1,GO:0051537,molecular_function
AOX1,GO:0005506,molecular_function
AOX1,GO:0051287,molecular_function
AOX1,GO:0071949,molecular_function
AOX1,GO:0043546,molecular_function
AOX1,GO:0005737,cellular_component
AOX1,GO:0006629,biological_process
AOX1,GO:0005829,cellular_component
AOX1,GO:0042803,molecular_function
AOX1,GO:0042802,molecular_function
AOX1,GO:0070062,cellular_component
AOX1,GO:0006805,biological_process
AOX1,GO:0004031,molecular_function
APC,GO:0005515,molecular_function
APC,GO:0008017,molecular_function
APC,GO:0016055,biological_process
APC,GO:0030178,biological_process
APC,GO:0008013,molecular_function
APC,GO:0005737,cellular_component
APC,GO:0043231,cellular_component
APC,GO:0016043,biological_process
APC,GO:0005794,cellular_component
APC,GO:0005886,cellular_component
APC,GO:0071944,cellular_component
APC,GO:0005634,cellular_component
APC,GO:0016020,cellular_component
APC,GO:0042995,cellular_component
APC,GO:0007155,biological_process
APC,GO:0005856,cellular_component
APC,GO:0070161,cellular_component
APC,GO:0005912,cellular_component
APC,GO:0006974,biological_process
APC,GO:0005874,cellular_component
APC,GO:0000776,cellular_component
APC,GO:0030027,cellular_component
APC,GO:0005813,cellular_component
APC,GO:0005923,cellular_component
APC,GO:0032587,cellular_component
APC,GO:0008285,biological_process
APC,GO:0090090,biological_process
APC,GO:0005654,cellular_component
APC,GO:0005829,cellular_component
APC,GO:0007399,biological_process
APC,GO:0019901,molecular_function
APC,GO:0065003,biological_process
APC,GO:2000134,biological_process
APC,GO:0016477,biological_process
APC,GO:0005881,cellular_component
APC,GO:1902807,biological_process
APC,GO:0043161,biological_process
APC,GO:0045736,biological_process
APC,GO:0003170,biological_process
APC,GO:0008286,biological_process
APC,GO:0120162,biological_process
APC,GO:0001708,biological_process
APC,GO:0003203,biological_process
APC,GO:0045732,biological_process
APC,GO:0016328,cellular_component
APC,GO:0030877,cellular_component
APC,GO:0070830,biological_process
APC,GO:0032886,biological_process
APC,GO:0051010,molecular_function
APC,GO:0007026,biological_process
APC,GO:1990909,cellular_component
APC,GO:0048471,cellular_component
APC,GO:0000281,biological_process
APC,GO:0045295,molecular_function
APC,GO:0007389,biological_process
APC,GO:0045595,biological_process
APC,GO:0016342,cellular_component
APC,GO:0030335,biological_process
APC,GO:0043065,biological_process
APC,GO:0007094,biological_process
APC,GO:0031274,biological_process
APC,GO:0051988,biological_process
APC,GO:0019887,molecular_function
APC,GO:0031625,molecular_function
APC,GO:0070840,molecular_function
APC,GO:1904781,biological_process
APC,GO:0060632,biological_process
ATOH1,GO:0046983,molecular_function
ATOH1,GO:0005634,cellular_component
ATOH1,GO:0003677,molecular_function
ATOH1,GO:0030154,biological_process
ATOH1,GO:0007399,biological_process
ATOH1,GO:0003700,molecular_function
ATOH1,GO:0000981,molecular_function
ATOH1,GO:0000785,cellular_component
ATOH1,GO:1990837,molecular_function
ATOH1,GO:0045944,biological_process
ATOH1,GO:0048663,biological_process
ATOH1,GO:0007417,biological_process
ATOH1,GO:0006366,biological_process
ATOH1,GO:0070888,molecular_function
ATOH1,GO:0061564,biological_process
ATOH1,GO:0045666,biological_process
ATOH1,GO:0007423,biological_process
ATOH1,GO:0000978,molecular_function
ATOH1,GO:0001228,molecular_function
ATOH1,GO:0031490,molecular_function
ATOH1,GO:0043565,molecular_function
ATOH1,GO:0001764,biological_process
ATOH1,GO:0007219,biological_process
ATOH1,GO:0007411,biological_process
ATOH1,GO:0007420,biological_process
ATOH1,GO:0014014,biological_process
ATOH1,GO:0021987,biological_process
ATOH1,GO:0030182,biological_process
ATOH1,GO:0042472,biological_process
ATOH1,GO:0042491,biological_process
ATOH1,GO:0042667,biological_process
ATOH1,GO:0042668,biological_process
ATOH1,GO:0045609,biological_process
ATOH1,GO:0045664,biological_process
ATOH1,GO:0048839,biological_process
ATOH1,GO:0097402,biological_process
ATOH1,GO:1904019,biological_process
ATOH1,GO:1904036,biological_process
ATOH1,GO:2000982,biological_process
B3GAT1,GO:0016020,cellular_component
B3GAT1,GO:0015018,molecular_function
B3GAT1,GO:0005576,cellular_component
B3GAT1,GO:0005794,cellular_component
B3GAT1,GO:0043231,cellular_component
B3GAT1,GO:0046872,molecular_function
B3GAT1,GO:0016740,molecular_function
B3GAT1,GO:0005783,cellular_component
B3GAT1,GO:0005789,cellular_component
B3GAT1,GO:0000139,cellular_component
B3GAT1,GO:0005515,molecular_function
B3GAT1,GO:0005975,biological_process
B3GAT1,GO:0006486,biological_process
B3GAT1,GO:0050650,biological_process
B3GAT1,GO:0006024,biological_process
B3GAT1,GO:0008542,biological_process
BARD1,GO:0005515,molecular_function
BARD1,GO:0005634,cellular_component
BARD1,GO:0005737,cellular_component
BARD1,GO:0016607,cellular_component
BARD1,GO:0046872,molecular_function
BARD1,GO:0016740,molecular_function
BARD1,GO:0043066,biological_process
BARD1,GO:0005654,cellular_component
BARD1,GO:0016567,biological_process
BARD1,GO:0006281,biological_process
BARD1,GO:0006974,biological_process
BARD1,GO:0042803,molecular_function
BARD1,GO:0004842,molecular_function
BARD1,GO:0031436,cellular_component
BARD1,GO:0036464,cellular_component
BARD1,GO:0051726,biological_process
BARD1,GO:0070531,cellular_component
BARD1,GO:0042325,biological_process
BARD1,GO:0043065,biological_process
BARD1,GO:0000151,cellular_component
BARD1,GO:0046982,molecular_function
BARD1,GO:0006282,biological_process
BARD1,GO:0019900,molecular_function
BARD1,GO:0045786,biological_process
BARD1,GO:0085020,biological_process
BARD1,GO:0001894,biological_process
BARD1,GO:0035825,biological_process
BARD1,GO:0044818,biological_process
BARD1,GO:0110025,biological_process
BARD1,GO:0070533,cellular_component
BARD1,GO:0045732,biological_process
BARD1,GO:0003723,molecular_function
BARD1,GO:0046826,biological_process
BARD1,GO:0000209,biological_process
BARD1,GO:0051865,biological_process
BARD1,GO:0071479,biological_process
BARD1,GO:2000001,biological_process
BARD1,GO:0000152,cellular_component
BARD1,GO:0070532,cellular_component
BARD1,GO:0031441,biological_process
BMP7,GO:0005576,cellular_component
BMP7,GO:0008083,molecular_function
BMP7,GO:0005515,molecular_function
BMP7,GO:0071456,biological_process
BMP7,GO:0010628,biological_process
BMP7,GO:0030154,biological_process
BMP7,GO:0045893,biological_process
BMP7,GO:0005615,cellular_component
BMP7,GO:0005125,molecular_function
BMP7,GO:0051216,biological_process
BMP7,GO:0001503,biological_process
BMP7,GO:0060037,biological_process
BMP7,GO:0030509,biological_process
BMP7,GO:0008201,molecular_function
BMP7,GO:0001654,biological_process
BMP7,GO:0001657,biological_process
BMP7,GO:0001707,biological_process
BMP7,GO:0001822,biological_process
BMP7,GO:0003272,biological_process
BMP7,GO:0003344,biological_process
BMP7,GO:0007389,biological_process
BMP7,GO:0007411,biological_process
BMP7,GO:0007435,biological_process
BMP7,GO:0008283,biological_process
BMP7,GO:0008285,biological_process
BMP7,GO:0009880,biological_process
BMP7,GO:0009887,biological_process
BMP7,GO:0010718,biological_process
BMP7,GO:0021502,biological_process
BMP7,GO:0030326,biological_process
BMP7,GO:0030855,biological_process
BMP7,GO:0030858,biological_process
BMP7,GO:0030902,biological_process
BMP7,GO:0032355,biological_process
BMP7,GO:0033280,biological_process
BMP7,GO:0035239,biological_process
BMP7,GO:0036305,biological_process
BMP7,GO:0042325,biological_process
BMP7,GO:0042475,biological_process
BMP7,GO:0043065,biological_process
BMP7,GO:0043434,biological_process
BMP7,GO:0045665,biological_process
BMP7,GO:0045666,biological_process
BMP7,GO:0045746,biological_process
BMP7,GO:0045944,biological_process
BMP7,GO:0048468,biological_process
BMP7,GO:0048593,biological_process
BMP7,GO:0048596,biological_process
BMP7,GO:0048646,biological_process
BMP7,GO:0048738,biological_process
BMP7,GO:0048754,biological_process
BMP7,GO:0048812,biological_process
BMP7,GO:0050768,biological_process
BMP7,GO:0060272,biological_process
BMP7,GO:0060411,biological_process
BMP7,GO:0060445,biological_process
BMP7,GO:0060485,biological_process
BMP7,GO:0060686,biological_process
BMP7,GO:0060687,biological_process
BMP7,GO:0060710,biological_process
BMP7,GO:0061384,biological_process
BMP7,GO:0072040,biological_process
BMP7,GO:0072133,biological_process
BMP7,GO:0072134,biological_process
BMP7,GO:0072136,biological_process
BMP7,GO:1901145,biological_process
BMP7,GO:1905069,biological_process
BMP7,GO:1905312,biological_process
BMP7,GO:0031982,cellular_component
BMP7,GO:0062023,cellular_component
BMP7,GO:0045892,biological_process
BMP7,GO:1900106,biological_process
BMP7,GO:0030501,biological_process
BMP7,GO:0045669,biological_process
BMP7,GO:0071773,biological_process
BMP7,GO:0001501,biological_process
BMP7,GO:0045839,biological_process
BMP7,GO:0090336,biological_process
BMP7,GO:0001656,biological_process
BMP7,GO:0001823,biological_process
BMP7,GO:0032088,biological_process
BMP7,GO:1900006,biological_process
BMP7,GO:0034116,biological_process
BMP7,GO:0060391,biological_process
BMP7,GO:2000121,biological_process
BMP7,GO:0070487,biological_process
BMP7,GO:0070700,molecular_function
BMP7,GO:0045786,biological_process
BMP7,GO:0048762,biological_process
BMP7,GO:0072125,biological_process
BMP7,GO:0001837,biological_process
BMP7,GO:0010664,biological_process
BMP7,GO:0016358,biological_process
BMP7,GO:1901223,biological_process
BMP7,GO:0007165,biological_process
CA3,GO:0008270,molecular_function
CA3,GO:0004089,molecular_function
CA3,GO:0005737,cellular_component
CA3,GO:0046872,molecular_function
CA3,GO:0016829,molecular_function
CA3,GO:0005829,cellular_component
CA3,GO:0005515,molecular_function
CA3,GO:0006730,biological_process
CA3,GO:0016151,molecular_function
CA3,GO:0009617,biological_process
CALD1,GO:0005516,molecular_function
CALD1,GO:0003779,molecular_function
CALD1,GO:0017022,molecular_function
CALD1,GO:0006936,biological_process
CALD1,GO:0005737,cellular_component
CALD1,GO:0005886,cellular_component
CALD1,GO:0005856,cellular_component
CALD1,GO:0015629,cellular_component
CALD1,GO:0005515,molecular_function
CALD1,GO:0008092,molecular_function
CALD1,GO:0005829,cellular_component
CALD1,GO:0045296,molecular_function
CALD1,GO:0001725,cellular_component
CALD1,GO:0030016,cellular_component
CALD1,GO:0051017,biological_process
CALD1,GO:0001525,biological_process
CALD1,GO:0005523,molecular_function
CALD1,GO:0016020,cellular_component
CALD1,GO:0030478,cellular_component
CARTPT,GO:0007186,biological_process
CARTPT,GO:0005615,cellular_component
CARTPT,GO:0005184,molecular_function
CARTPT,GO:0008343,biological_process
CARTPT,GO:0009267,biological_process
CARTPT,GO:0032099,biological_process
CARTPT,GO:0043410,biological_process
CARTPT,GO:0005576,cellular_component
CARTPT,GO:0005515,molecular_function
CARTPT,GO:0045202,cellular_component
CARTPT,GO:0007218,biological_process
CARTPT,GO:0007268,biological_process
CARTPT,GO:0007165,biological_process
CARTPT,GO:0007267,biological_process
CARTPT,GO:0030141,cellular_component
CARTPT,GO:0045860,biological_process
CARTPT,GO:0003674,molecular_function
CARTPT,GO:0001678,biological_process
CARTPT,GO:0032812,biological_process
CARTPT,GO:0032922,biological_process
CARTPT,GO:0045671,biological_process
CARTPT,GO:0045777,biological_process
CARTPT,GO:0045779,biological_process
CARTPT,GO:0046850,biological_process
CARTPT,GO:0050796,biological_process
CARTPT,GO:0051971,biological_process
CARTPT,GO:0070093,biological_process
CARTPT,GO:0070253,biological_process
CAV1,GO:0070836,biological_process
CAV1,GO:0016020,cellular_component
CAV1,GO:0005794,cellular_component
CAV1,GO:0005886,cellular_component
CAV1,GO:0005901,cellular_component
CAV1,GO:0000139,cellular_component
CAV1,GO:0005515,molecular_function
CAV1,GO:0031410,cellular_component
CAV1,GO:0032991,cellular_component
CAV1,GO:0019899,molecular_function
CAV1,GO:0005768,cellular_component
CAV1,GO:0000122,biological_process
CAV1,GO:0005925,cellular_component
CAV1,GO:0048471,cellular_component
CAV1,GO:0045121,cellular_component
CAV1,GO:0090090,biological_process
CAV1,GO:0044325,molecular_function
CAV1,GO:0030154,biological_process
CAV1,GO:0019901,molecular_function
CAV1,GO:0031623,biological_process
CAV1,GO:0060090,molecular_function
CAV1,GO:0072584,biological_process
CAV1,GO:0030335,biological_process
CAV1,GO:0097190,biological_process
CAV1,GO:0016050,biological_process
CAV1,GO:0030666,cellular_component
CAV1,GO:2001244,biological_process
CAV1,GO:0005789,cellular_component
CAV1,GO:0043409,biological_process
CAV1,GO:0140311,molecular_function
CAV1,GO:0120162,biological_process
CAV1,GO:0005102,molecular_function
CAV1,GO:0031397,biological_process
CAV1,GO:0046426,biological_process
CAV1,GO:0042802,molecular_function
CAV1,GO:0006874,biological_process
CAV1,GO:0042383,cellular_component
CAV1,GO:0033137,biological_process
CAV1,GO:0043123,biological_process
CAV1,GO:0033138,biological_process
CAV1,GO:0042632,biological_process
CAV1,GO:0005783,cellular_component
CAV1,GO:0007519,biological_process
CAV1,GO:0006816,biological_process
CAV1,GO:0055074,biological_process
CAV1,GO:0008104,biological_process
CAV1,GO:0086091,biological_process
CAV1,GO:2001238,biological_process
CAV1,GO:0031295,biological_process
CAV1,GO:1903071,biological_process
CAV1,GO:0005811,cellular_component
CAV1,GO:0044877,molecular_function
CAV1,GO:0032092,biological_process
CAV1,GO:0032091,biological_process
CAV1,GO:0019915,biological_process
CAV1,GO:0071360,biological_process
CAV1,GO:0034141,biological_process
CAV1,GO:0016324,cellular_component
CAV1,GO:0031901,cellular_component
CAV1,GO:0001937,biological_process
CAV1,GO:0031398,biological_process
CAV1,GO:0090263,biological_process
CAV1,GO:0071455,biological_process
CAV1,GO:0051117,molecular_function
CAV1,GO:0016323,cellular_component
CAV1,GO:0051480,biological_process
CAV1,GO:0038166,biological_process
CAV1,GO:1903598,biological_process
CAV1,GO:0030301,biological_process
CAV1,GO:0030857,biological_process
CAV1,GO:0006641,biological_process
CAV1,GO:0045907,biological_process
CAV1,GO:0051592,biological_process
CAV1,GO:0010524,biological_process
CAV1,GO:2000811,biological_process
CAV1,GO:0001666,biological_process
CAV1,GO:1901844,biological_process
CAV1,GO:2000535,biological_process
CAV1,GO:0030879,biological_process
CAV1,GO:0050998,molecular_function
CAV1,GO:0071375,biological_process
CAV1,GO:0043085,biological_process
CAV1,GO:0005113,molecular_function
CAV1,GO:0098911,biological_process
CAV1,GO:0098909,biological_process
CAV1,GO:0001570,biological_process
CAV1,GO:2000286,biological_process
CAV1,GO:0010875,biological_process
CAV1,GO:0045019,biological_process
CAV1,GO:0030193,biological_process
CAV1,GO:0015485,molecular_function
CAV1,GO:0019065,biological_process
CAV1,GO:0098903,biological_process
CAV1,GO:1901380,biological_process
CAV1,GO:0032570,biological_process
CAV1,GO:0043627,biological_process
CAV1,GO:0016504,molecular_function
CAV1,GO:0030292,molecular_function
CAV1,GO:0030674,molecular_function
CAV1,GO:0031267,molecular_function
CAV1,GO:0046982,molecular_function
CAV1,GO:0070320,molecular_function
CAV1,GO:0000165,biological_process
CAV1,GO:0001525,biological_process
CAV1,GO:0001935,biological_process
CAV1,GO:0001960,biological_process
