gene,study_count
COL1A1,1
COL1A2,1
COL22A1,1
COL2A1,1
COL3A1,1
COL4A6,1
COL6A1,1
COL6A2,1
COL6A3,1
COL8A1,1
COLEC11,1
COLEC12,1
COMP,1
COMT,1
COPE,1
COPG,1
COPZ2,1
COQ6,1
CORIN,1
CORO1A,1
CORO1B,1
CORO1C,1
CORO2A,1
CORO2B,1
CORO6,1
CORT,1
COX-2,1
COX18,1
COX2,1
COX4I2,1
COX7A2L,1
COX8C,1
CPA6,1
CPB1,1
CPEB1,1
CPLX1,1
CPLX3,1
CPM,1
CPN1,1
CPNE1,1
CPNE5,1
CPO,1
CPS1,1
CPT1B,1
CPT1C,1
CPXM1,1
CPXM2,1
CR1,1
CRABP1,1
CRABP2,1
CRB2,1
CREB3L3,1
CRH,1
CRHR2,1
CRIP1,1
CRIP3,1
CRISP1,1
CRISPLD2,1
CRMP1,1
CROCC,1
CRTAC1,1
CRTC1,1
CRTC2,1
CRTC3,1
CRX,1
CRYAB,1
CRYBA1,1
CRYBA2,1
CRYBB2,1
CRYGA,1
CRYGB,1
CRYGC,1
CRYGD,1
CRYGN,1
CRYM,1
CSAG1,1
CSF2,1
CSF2RB,1
CSF3R,1
CSGlcA-T,1
CSH1,1
CSH2,1
CSMD1,1
CSMD2,1
CSMD3,1
CSNK1A1,1
CSNK1D,1
CSNK1G2,1
CSPG4,1
CSRNP1,1
CSRP3,1
CST2,1
CST3,1
CST4,1
CST5,1
CST6,1
CST8,1
CSTF3,1
CT45-1,1
CTAGE1,1
CTBP1,1
CTDP1,1
CTGF,1
CTGLF1,1
CTRL,1
CTSA,1
CTSD,1
CTSF,1
CTSG,1
CTSK,1
CTSZ,1
CTTN,1
CTTNBP2,1
CUEDC1,1
CUGBP2,1
CUL4A,1
CUL7,1
CUX1,1
CWF19L2,1
CX3CL1,1
CXCL12,1
CXCL2,1
CXCL6,1
CXCR4,1
CXCR7,1
CXorf20,1
CXorf48,1
CXorf55,1
CXorf9,1
CXXC1,1
CXXC5,1
CYB561,1
CYB561D2,1
CYB5A,1
CYB5R1,1
CYB5R2,1
CYBRD1,1
CYP11A1,1
CYP1B1,1
CYP24A1,1
CYP26A1,1
CYP26B1,1
CYP2A13,1
CYP2A6,1
CYP2A7,1
CYP2E1,1
CYP4F22,1
CYP8B1,1
CYS1,1
CYTH2,1
CYYR1,1
D4S234E,1
DAAM2,1
DAB2IP,1
DACH1,1
DACH2,1
DACT1,1
DACT2,1
DAK,1
DAND5,1
DAPK1,1
DAPL1,1
DAZL,1
DBNDD2,1
DCAMKL1,1
DCC,1
DCDC2,1
DCHS1,1
DCHS2,1
DCT,1
DCTN1,1
DCUN1D1,1
DCUN1D2,1
DDA1,1
DDAH2,1
DDIT3,1
DDIT4L,1
DDN,1
DDOST,1
DDT,1
DDX4,1
DDX43,1
DDX56,1
DECR2,1
DEFA4,1
DEFA6,1
DEFB118,1
DEFB123,1
DEFB132,1
DENND1C,1
DENND2A,1
DENND2D,1
DEPDC2,1
DEPDC5,1
DEPDC7,1
DERA,1
DES,1
DFFB,1
DFNB31,1
DGCR2,1
DGCR8,1
DGKD,1
DGKE,1
DGKI,1
DGKK,1
DHCR24,1
DHCR7,1
DHDH,1
DHPS,1
DHRS2,1
DHRS4L2,1
DHTKD1,1
DHX32,1
DHX40,1
DHX58,1
DIDO1,1
DIO3,1
DIP2C,1
DIRAS1,1
DIRAS2,1
DIRAS3,1
DISP2,1
DKFZp434N035,1
DKFZp434O0527,1
DKK1,1
DKK2,1
DKK3,1
DLEC1,1
DLG5,1
DLGAP1,1
DLGAP2,1
DLGAP3,1
DLK1,1
DLK2,1
DLL4,1
DLX3,1
DLX6AS,1
DMC1,1
DMGDH,1
DMKN,1
DMN,1
DMPK,1
DMRT1,1
DMRT2,1
DMRTA2,1
DMRTB1,1
DNAH10,1
DNAI1,1
DNAI2,1
DNAJA4,1
DNAJB4,1
DNAJB7,1
DNAJB8,1
DNAJC1,1
DNAJC12,1
DNAJC14,1
DNAJC4,1
DNAJC5B,1
DNAJC5G,1
DNAJC6,1
DNAL1,1
DNALI1,1
DNASE1,1
DNASE1L1,1
DNASE2B,1
DNER,1
DNM3,1
DNMBP,1
DNMT3A,1
DNMT3B,1
DNTT,1
DOC1,1
DOCK11,1
DOCK9,1
DOK4,1
DOK6,1
DPEP1,1
DPEP3,1
DPH2,1
DPM2,1
DPP3,1
DPP4,1
DPP6,1
DPPA5,1
DPRXP4,1
DPY19L2,1
DPY30,1
DPYS,1
DPYSL2,1
DPYSL4,1
DPYSL5,1
DQX1,1
DRD1,1
DSCR10,1
DSCR1L1,1
DSCR1L2,1
DSCR6,1
DSG2,1
DSIN,1
DSN1,1
DST,1
DTNA,1
DTNBP1,1
DTX3L,1
DTYMK,1
DUOXA2,1
DUPD1,1
DUS1L,1
DUSP12,1
DUSP13,1
DUSP2,1
DUSP21,1
DUSP23,1
DUSP4,1
DUSP5,1
DUSP6,1
DUXA,1
DVL1,1
DYDC1,1
DYDC2,1
DYNC1H1,1
DYSFIP1,1
DZIP1,1
E2F1,1
E2F8,1
E4F1,1
EBF4,1
EBNA1BP2,1
ECAT11,1
ECE1,1
ECEL1,1
ECEL1P2,1
ECHDC2,1
ECHDC3,1
ECM1,1
ECRG4,1
ECSIT,1
EDARADD,1
EDF1,1
EDG3,1
EDG7,1
EDH2,1
EDIL3,1
EDNRB1,1
EEF1B2,1
EEF1D,1
EEF2,1
EFCAB1,1
EFCAB4B,1
EFGMP1,1
EFHD1,1
EFNA1,1
EFNB3,1
EGFL4,1
EGFL6,1
EGFL8,1
EGFLAM,1
EGFR,1
EGLN2,1
EGLN3,1
EGR3,1
EHBP1L1,1
EIF1AY,1
EIF2B2,1
EIF2C3,1
EIF2S1,1
EIF4G1,1
EIF6,1
ELA2A,1
ELA3A,1
ELA3B,1
ELAVL4,1
ELF3,1
ELFN2,1
ELK1,1
ELL3,1
ELMO1,1
ELOVL2,1
ELOVL3,1
ELOVL6,1
ELP2,1
ELP3,1
ELTD1,1
EMD,1
EMID2,1
EMILIN3,1
EML1,1
EMP1,1
EMP3,1
ENO2,1
ENO3,1
ENTH,1
ENTHD1,1
ENTPD3,1
ENTPD4,1
EOMES,1
EPB41L1,1
EPB41L3,1
EPB41L4A,1
EPB41L5,1
EPB42,1
EPB49,1
EPHA1,1
EPHA10,1
EPHA2,1
EPHA3,1
EPHA4,1
EPHA8,1
EPHB1,1
EPHB3,1
EPHB4,1
EPHX1,1
EPN1,1
EPO,1
EPPB9,1
EPS8L1,1
EPS8L3,1
ERAS,1
ERBB4,1
ERCC2,1
ERGIC3,1
ERICH1,1
ERLIN1,1
ERN2,1
ERV3,1
ERVWE1,1
ESAM,1
ESM1,1
ESPN,1
ESRRA,1
ESX1,1
ESYT3,1
ETFB,1
ETNK1,1
ETNK2,1
ETV1,1
ETV2,1
ETV5,1
EVC2,1
EVI5L,1
EXDL2,1
EXOC6,1
EXOC6B,1
EXOSC1,1
EXOSC2,1
EXOSC6,1
EXT1,1
EXTL1,1
EYA1,1
EZH2,1
F11R,1
F12,1
F13A1,1
F2,1
F2R,1
F2RL1,1
F9,1
FAAH,1
FABP5,1
FABP7,1
FADD,1
FADS2,1
FADS3,1
FAIM2,1
FAIM3,1
FAM101B,1
FAM102A,1
FAM106A,1
FAM107A,1
FAM108B1,1
FAM109A,1
FAM110C,1
FAM113A,1
FAM115A,1
FAM118B,1
FAM123C,1
FAM124B,1
FAM125A,1
FAM128B,1
FAM129B,1
FAM129C,1
FAM133A,1
FAM134C,1
FAM148B,1
FAM14A,1
FAM150A,1
FAM151A,1
FAM155B,1
FAM159A,1
FAM160A1,1
FAM163A,1
FAM166B,1
FAM167B,1
FAM174A,1
FAM177A1,1
FAM182B,1
FAM18A,1
FAM19A2,1
FAM20A,1
FAM20C,1
FAM221A,1
FAM24B,1
FAM27C,1
FAM29A,1
FAM38A,1
FAM3D,1
FAM43A,1
FAM44A,1
FAM46A,1
FAM46C,1
FAM47B,1
FAM47C,1
FAM49A,1
FAM54B,1
FAM5B,1
FAM5C,1
FAM62C,1
FAM63A,1
FAM65A,1
FAM70A,1
FAM71A,1
FAM75B,1
FAM77C,1
FAM78B,1
FAM79B,1
FAM82B-CPNE3,1
FAM83A,1
FAM83C,1
FAM83F,1
FAM83H,1
FAM84A,1
FAM86B2,1
FAM89A,1
FAM89B,1
FAM92B,1
FAM98A,1
FAM9A,1
FAM9C,1
FANCC,1
FANCG,1
FAT1,1
FAT4,1
FAXDC2,1
FBLIM1,1
FBN2,1
FBP2,1
FBS1,1
FBX032,1
FBXL10,1
FBXL14,1
FBXL22,1
FBXO2,1
FBXO21,1
FBXO27,1
FBXO31,1
FBXO32,1
FBXO33,1
FBXO43,1
FBXO44,1
FBXW12,1
FBXW9,1
FCER1G,1
FCGRT,1
FCHSD2,1
FCRL3,1
FCRL6,1
FDX1L,1
FDXR,1
FER1L4,1
FFAR2,1
FGF1,1
FGF11,1
FGF12,1
FGF18,1
FGF19,1
FGF2,1
FGF20,1
FGF22,1
FGF23,1
FGF4,1
FGF6,1
FGFR1,1
FGFR2,1
FGR,1
FHIT,1
FHL2,1
FHL3,1
FIBIN,1
FIGLA,1
FILIP1L,1
FJX1,1
FKBP2,1
FKBP4,1
FKBP5,1
FKBP9,1
FLCN,1
FLG,1
FLJ10246,1
FLJ10374,1
FLJ10404,1
FLJ10769,1
FLJ10925,1
FLJ12056,1
FLJ12949,1
FLJ13096,1
FLJ14054,1
FLJ14154,1
FLJ14768,1
FLJ20054,1
FLJ20433,1
FLJ21438,1
FLJ23834,1
FLJ23878,1
FLJ25084,1
FLJ25410,1
FLJ25421,1
FLJ25530,1
FLJ25660,1
FLJ25976,1
FLJ30934,1
FLJ31196,1
FLJ31222,1
FLJ32063,1
FLJ32206,1
FLJ32871,1
FLJ32926,1
FLJ33534,1
FLJ34443,1
FLJ34931,1
FLJ35767,1
FLJ35773,1
FLJ35784,1
FLJ35894,1
FLJ36,1
FLJ36046,1
FLJ36070,1
FLJ37538,1
FLJ37587,1
FLJ37970,1
FLJ38288,1
FLJ38379,1
FLJ38451,1
FLJ39779,1
FLJ40172,1
FLJ40504,1
FLJ41350,1
FLJ41766,1
FLJ42117,1
FLJ42486,1
FLJ42957,1
FLJ42986,1
FLJ43339,1
FLJ43752,1
FLJ43806,1
FLJ43826,1
FLJ43860,1
FLJ43950,1
FLJ45422,1
FLJ45684,1
FLJ45803,1
FLJ45983,1
FLJ46072,1
FLJ46347,1
FLJ78302,1
FLJ90586,1
FLJ90650,1
FLNB,1
FLOT1,1
FLOT2,1
FLRT1,1
FLT1,1
FLT3,1
FMN2,1
FMNL1,1
FMNL2,1
FNDC1,1
FNDC3B,1
FNDC4,1
FNDC6,1
FNDC7,1
FNTB,1
FOLH1,1
FOS,1
FOSL1,1
FOX1C,1
FOXA3,1
FOXB1,1
FOXD1,1
FOXD4,1
FOXD4L1,1
FOXD4L4,1
FOXD4L5,1
FOXF1,1
FOXF2,1
FOXH1,1
FOXI2,1
FOXK1,1
FOXL1,1
FOXL2,1
FOXN1,1
FOXN3,1
FOXP4,1
FOXQ1,1
FOXR1,1
FRAT1,1
FREM2,1
FREQ,1
FRG1,1
FRG1B,1
FRMD3,1
FRMD5,1
FRMD8,1
FRMPD1,1
FRZB,1
FSCN1,1
FST,1
FSTL1,1
FTSJ1,1
FUT7,1
FUT9,1
FXYD3,1
FZD1,1
FZD2,1
FZD4,1
FZD5,1
FZD7,1
FZD8,1
FZR1,1
G0S2,1
G3BP1,1
GAA,1
GABBR1,1
GABBR2,1
GABRA1,1
GABRA2,1
GABRA4,1
GABRB1,1
GABRB2,1
GABRB3,1
GABRE,1
GABRG2,1
GABRQ,1
GAD1,1
GAD2,1
GADD45A,1
GADD45B,1
GADL1,1
GAGE12F,1
GAGE12I,1
GAGE2A,1
GAGE2C,1
GAGE5,1
GAGE7,1
GAGE8,1
GAK,1
GAL3ST1,1
GALE,1
GALK1,1
GALM,1
GALNT1,1
GALNT10,1
GALNT13,1
GALNT6,1
GALNT9,1
GALNTL1,1
GALNTL2,1
GALR1,1
GALR2,1
GALT,1
GAPDH,1
GAS7,1
GATA1,1
GATA2,1
GATA4,1
GATA6,1
GATAD2A,1
GATM,1
GBX1,1
GCHFR,1
GCK,1
GCM2,1
GCN5L2,1
Gcom1,1
GDA,1
GDF15,1
GDF7,1
GDF9,1
GDI1,1
GDI2,1
GDPD3,1
GDPD5,1
GEMIN4,1
GFI1,1
GFM2,1
GFOD1,1
GFRA1,1
GFRA3,1
GFRA4,1
GGT1,1
GGTLC1,1
GH2,1
GHDC,1
GHR,1
GHRHR,1
GHRL,1
GIMAP5,1
GIMAP8,1
GINS4,1
GIPC1,1
GIT1,1
GJA4,1
GJA7,1
GJB3,1
GJB4,1
GK2,1
GKN1,1
GLB1L,1
GLB1L3,1
GLDN,1
GLG1,1
GLI2,1
GLIPR1L1,1
GLIS1,1
GLIS2,1
GLP1R,1
GLRA1,1
GLRX2,1
GLRX3,1
GLS2,1
GLT1D1,1
GLT25D2,1
GLTSCR1,1
GLUD2,1
GMCL1L,1
GMIP,1
GMPPA,1
GMPPB,1
GNA14,1
GNAT1,1
GNAT2,1
GNAZ,1
GNB1,1
GNE,1
GNG10,1
GNG12,1
GNG3,1
GNG4,1
GNG8,1
GNGT2,1
GNPDA2,1
GNPTAB,1
GNRH2,1
GNRHR,1
GOLGA2L1,1
GOLGB1,1
GOLSYN,1
GOLT1A,1
GOPC,1
GP1BA,1
GP9,1
GPC2,1
GPC3,1
GPC4,1
GPC5,1
GPHA2,1
GPI,1
GPR1,1
GPR103,1
GPR114,1
GPR115,1
GPR12,1
GPR120,1
GPR135,1
GPR137B,1
GPR143,1
GPR146,1
GPR156,1
GPR158,1
GPR161,1
GPR173,1
GPR175,1
GPR19,1
GPR26,1
GPR32,1
GPR37,1
GPR45,1
GPR56,1
GPR61,1
GPR62,1
GPR7,1
GPR75,1
GPR81,1
GPR83,1
GPR89A,1
GPRASP1,1
GPRASP2,1
GPRC5A,1
GPRC5B,1
GPRIN1,1
GPS2,1
GPSM2,1
GPX4,1
GRAMD2,1
GRB10,1
GRB7,1
GREB1,1
GRHL1,1
GRIA2,1
GRIA4,1
GRID1,1
GRID2IP,1
GRIK3,1
GRIK4,1
GRIN1,1
GRIN2A,1
GRIN2B,1
GRIN2C,1
GRIN2D,1
GRIN3A,1
GRIP2,1
GRK1,1
GRK7,1
GRLF1,1
GRM3,1
GRM6,1
GRM7,1
GRM8,1
GRP,1
GRTP1,1
GSC2,1
GSDM1,1
GSDML,1
GSG1L,1
GSG2,1
GSH2,1
GSR,1
GSTA2,1
GSTM4,1
GSTO1,1
GSTO2,1
GSTT2,1
GTF2A1L,1
GTF2I,1
GTF3A,1
GTF3C3,1
GTPBP5,1
GTSE1,1
GTSF1,1
GUCA1B,1
GUCA2B,1
GULP1,1
GULTAP,1
GYG2,1
GZMH,1
H19,1
H1F0,1
H2-ALPHA,1
H2AFB3,1
H2AFJ,1
H2BFS,1
H6PD,1
HAL,1
HAND2,1
HAP1,1
HAPLN1,1
HAS1,1
HAS3,1
HBA2,1
HBM,1
HBQ1,1
HBZ,1
HCFC1,1
HCFC1R1,1
HCG4P3,1
HCK,1
HCN1,1
HCN4,1
HDAC2,1
HDAC3,1
HDAC7,1
HDAC7A,1
HDDC3,1
HDHD2,1
HEBP2,1
HECTD3,1
HELT,1
HEPH,1
HERC5,1
HERV-FRD,1
HES1,1
HES3,1
HESX1,1
HEXA-AS1,1
HEY2,1
HEYL,1
HGFAC,1
HIATL1,1
HIBADH,1
HIGD1A,1
HIGD2A,1
HISPPD2A,1
HIST1H1B,1
HIST1H1PS2,1
HIST1H1T,1
HIST1H2AA,1
HIST1H2AG,1
HIST1H2AH,1
HIST1H2AL,1
HIST1H2BD,1
HIST1H2BH,1
HIST1H2BI,1
HIST1H2BJ,1
HIST1H2BK,1
HIST1H3A,1
HIST1H3C,1
HIST1H3E,1
HIST1H3F,1
HIST1H3G,1
HIST1H3G-HIST1H2BI,1
HIST1H3J,1
HIST1H4A,1
HIST1H4G,1
HIST1H4I,1
HIST1H4L,1
HIST3H2A,1
HIST3H2BB,1
HIST3H3,1
HIVEP2,1
HIVEP3,1
HLA-DPB2,1
HLA-F,1
HLA-J,1
HLTF,1
HLX1,1
HLXB9,1
HM13,1
HMBOX1,1
HMGA1,1
HMGB1,1
HMGN3,1
HMHB1,1
HMSD,1
HMX1,1
HMX2,1
HMX3,1
HN1L,1
HNF1A,1
HNF4A,1
HNRNPA3,1
HNRNPAB,1
HNRNPF,1
HNRNPH1,1
HNT,1
HOOK2,1
HORMAD1,1
HOX++,1
HOXA1,1
HOXA10,1
HOXA11-AS,1
HOXA2,1
HOXB2,1
HOXB3,1
HOXB5,1
HOXB9,1
HOXC8,1
HOXC9,1
HPCAL1,1
HPCAL4,1
HRASLS,1
HRASLS2,1
HRC,1
HRH3,1
HRNBP3,1
HS3ST2,1
HS3ST3B1,1
HS3ST4,1
hsa-mir-137,1
HSD11B1L,1
HSD11B2,1
HSD17B14,1
HSD17B3,1
HSD17B4,1
HSD3B2,1
HSD3B7,1
HSP90AA1,1
HSP90AB1,1
HSPA12A,1
HSPA6,1
HSPA9,1
HSPB1,1
HSPB2,1
HSPB6,1
HSPB8,1
HSPC111,1
HSPC176,1
HTATIP2,1
HTR1A,1
HTR1E,1
HTR1F,1
HTR3A,1
HTR3E,1
HTR7,1
HTRA1,1
HTRA4,1
HTT,1
HUNK,1
HUS1B,1
HVCN1,1
HYAL2,1
HYPB,1
HYPK,1
IAH1,1
IARS,1
ICA1L,1
ICHTHYIN,1
ID1,1
ID4,1
IDI1,1
IDI2,1
IER2,1
IER3IP1,1
IER5L,1
IFFO,1
IFI27,1
IFI30,1
IFI35,1
IFITM2,1
IFITM3,1
IFNA8,1
IFRD2,1
IFT122,1
IFT74,1
IGF2,1
IGF2AS,1
IGF2BP1,1
IGF2BP2,1
IGFBP,1
IGFBP1,1
IGFBP7,1
IGSF10,1
IGSF6,1
IGSF9,1
IGSF9B,1
IHPK3,1
IKBKE,1
IKBKG,1
IKZF1,1
IKZF4,1
IL10,1
IL11RA,1
IL12RB1,1
IL13,1
IL16,1
IL17B,1
IL17D,1
IL17F,1
IL17RA,1
IL17RD,1
IL18BP,1
IL1F5,1
IL1F9,1
IL1RL2,1
IL20,1
IL21R,1
IL22RA1,1
IL24,1
IL25,1
IL27,1
IL27RA,1
IL3,1
IL4,1
IL4I1,1
IL6,1
ILVBL,1
IMPAD1,1
IMPDH1,1
INA,1
INCA1,1
INCENP,1
INF2,1
INHBC,1
INHBE,1
INMT,1
INPP4A,1
INPP4B,1
INPP5D,1
INPP5F,1
INSL3,1
INSM2,1
INSRR,1
INTS1,1
INTS6,1
INTS9,1
INTU,1
IPO4,1
IPO8,1
IQCA1,1
IQCF2,1
IQSEC1,1
IQSEC2,1
IRAK2,1
IRAK3,1
IRF4,1
IRF6,1
IRF7,1
IRS4,1
IRX2,1
IRX3,1
IRX4,1
ISCA1,1
ISG15,1
ITGA10,1
ITGA11,1
ITGA2B,1
ITGA3,1
ITGA4,1
ITGA5,1
ITGA7,1
ITGA9,1
ITGAE,1
ITGB4,1
ITGB8,1
ITIH1,1
ITIH3,1
ITM2C,1
ITPKA,1
ITPKB,1
ITPRIP,1
JAK3,1
JAKMIP1,1
JAKMIP2,1
JAM3,1
JDP2,1
JMJD1C,1
JMJD2B,1
JRK,1
JRKL,1
JSRP1,1
JUP,1
K5B,1
K6IRS4,1
KA35,1
KAAG1,1
KALRN,1
KANK4,1
KAT2B,1
KATNA1,1
KATNAL1,1
KAZALD1,1
KBTBD11,1
KBTBD5,1
KBTBD7,1
KCNA1,1
KCNA3,1
KCNA6,1
KCNAB3,1
KCNB1,1
KCNB2,1
KCNC1,1
KCNC4,1
KCND1,1
KCND2,1
KCND3,1
KCNE1L,1
KCNG1,1
KCNG2,1
KCNG3,1
KCNG4,1
KCNH3,1
KCNH5,1
KCNH7,1
KCNIP2,1
KCNIP3,1
KCNJ10,1
KCNJ12,1
KCNJ15,1
KCNJ3,1
KCNJ4,1
KCNJ8,1
KCNK1,1
KCNK10,1
KCNK12,1
KCNK17,1
KCNK3,1
KCNK5,1
KCNK7,1
KCNK9,1
KCNMA1,1
KCNMB1,1
KCNQ3,1
KCNQ5,1
KCNS1,1
KCNS2,1
KCNV1,1
KCNV2,1
KCTD15,1
KCTD16,1
KCTD17,1
KCTD21,1
KCTD8,1
KDELR2,1
KDM2B,1
KDM4B,1
KEAP1,1
KHDRBS1,1
KHDRBS2,1
KHDRBS3,1
KHK,1
KHSRP,1
KIAA0020,1
KIAA0141,1
KIAA0179,1
KIAA0196,1
KIAA0247,1
KIAA0415,1
KIAA0423,1
KIAA0467,1
KIAA0513,1
KIAA0528,1
KIAA0562,1
KIAA0644,1
KIAA0738,1
KIAA0774,1
KIAA0776,1
KIAA0888,1
KIAA0889,1
KIAA1024,1
KIAA1217,1
KIAA1257,1
KIAA1274,1
KIAA1305,1
KIAA1344,1
KIAA1383,1
KIAA1394,1
KIAA1543,1
KIAA1609,1
KIAA1614,1
KIAA1632,1
KIAA1683,1
KIAA1737,1
KIAA1754L,1
KIAA1822L,1
KIAA1853,1
KIAA1949,1
KIAA2022,1
KIF12,1
KIF16B,1
KIF17,1
KIF1C,1
KIF21B,1
KIF5A,1
KIFC1,1
KIFC3,1
KIR3DL1,1
KIRREL,1
KIRREL2,1
KISS1,1
KL,1
KLC4,1
KLF11,1
KLF12,1
KLF14,1
KLF16,1
KLF17,1
KLF4,1
KLF6,1
KLHDC4,1
KLHL1,1
KLHL13,1
KLHL25,1
KLHL26,1
KLHL28,1
KLHL31,1
KLHL9,1
KLK13,1
KLK15,1
KLK3,1
KLK6,1
KLK8,1
KNDC1,1
KPNA3,1
KREMEN1,1
KREMEN2,1
KRIT1,1
KRT13,1
KRT17,1
KRT1B,1
KRT2,1
KRT20,1
KRT23,1
KRT2A,1
KRT35,1
KRT36,1
KRT38,1
KRT4,1
KRT6A,1
KRT6B,1
KRT72,1
KRT74,1
KRT76,1
KRT79,1
KRT8,1
KRT81,1
KRTAP20-1,1
KRTAP3-1,1
KRTAP3-3,1
KRTAP5-9,1
KRTAP6-3,1
KRTCAP2,1
KRTHA2,1
KRTHA5,1
KRTHB2,1
KSP37,1
L1CAM,1
L1TD1,1
L3MBTL,1
LAIR1,1
LAIR2,1
LAMA5,1
LAMB3,1
LAMC1,1
LAMC2,1
LAMC3,1
LAMP1,1
LAMP3,1
LANCL1,1
LAPTM4B,1
LARGE,1
LARP1,1
LARP5,1
LAS1L,1
LASS2,1
LASS3,1
LASS4,1
LAT2,1
LBH,1
LBP,1
LBXCOR1,1
LCAP,1
LCAT,1
LCN1,1
LCN12,1
LCN2,1
LCT,1
LDB1,1
LDHAL6B,1
LDHB,1
LDLR,1
LDLRAD1,1
LDLRAD3,1
LDLRAP1,1
LDOC1,1
LECT1,1
LEF1,1
LELP1,1
LEPREL2,1
LFNG,1
LGALS2,1
LGALS3BP,1
LGALS4,1
LGALS7,1
LGI2,1
LGR6,1
LHB,1
LHCGR,1
LHFPL5,1
LHPP,1
LHX4,1
LHX8,1
LIFR,1
LILRA2,1
LILRA3,1
LILRA4,1
LILRA5,1
LILRA6,1
LILRB2,1
LIMK1,1
LIN28B,1
LIN7B,1
LIPG,1
LIPH,1
LITAF,1
LMAN1L,1
LMCSD,1
LMO2,1
LMO3,1
LMTK2,1
LMTK3,1
LOC100128378,1
LOC100128554,1
LOC100287216,1
LOC112714,1
LOC115098,1
LOC116236,1
LOC124751,1
LOC129293,1
LOC130576,1
LOC134121,1
LOC134147,1
LOC136263,1
LOC139728,1
LOC161247,1
LOC196993,1
LOC197322,1
LOC198437,1
LOC200726,1
LOC202459,1
LOC253012,1
LOC254559,1
LOC255374,1
LOC283331,1
LOC283537,1
LOC284361,1
LOC284912,1
LOC285636,1
LOC339047,1
LOC339344,1
LOC340286,1
LOC340602,1
LOC342897,1
LOC346673,1
LOC348174,1
LOC349136,1
LOC349236,1
LOC387856,1
LOC388152,1
LOC388381,1
LOC388692,1
LOC389435,1
LOC391343,1
LOC399947,1
LOC401089,1
LOC401387,1
LOC401399,1
LOC402573,1
LOC402665,1
LOC439985,1
LOC440093,1
LOC440585,1
LOC440957,1
LOC441046,1
LOC441294,1
LOC51252,1
LOC55908,1
LOC644096,1
LOC645191,1
LOC645296,1
LOC645323,1
LOC646227,1
LOC653319,1
LOC728137,1
LOC728635,1
LOC728661,1
LOC728989,1
LOC729085,1
LOC751071,1
LOC80054,1
LOC90379,1
LOC90580,1
LOC91431,1
LOC91461,1
LONRF3,1
LOXL2,1
LOXL4,1
LPA,1
LPAR5,1
LPCAT2,1
LPIN3,1
LPPR2,1
LR8,1
LRCH1,1
LRCH2,1
LRCH3,1
LRDD,1
LRFN2,1
LRG1,1
LRP1,1
LRP2,1
LRP5,1
LRP5L,1
LRP8,1
LRRC10,1
LRRC10B,1
LRRC15,1
LRRC16A,1
LRRC16B,1
LRRC18,1
LRRC20,1
LRRC25,1
LRRC29,1
LRRC32,1
LRRC34,1
LRRC37A,1
LRRC3B,1
LRRC43,1
LRRC4C,1
LRRC7,1
LRRC8B,1
LRRC8E,1
LRRFIP2,1
LRRIQ4,1
LRRN1,1
LRRN2,1
LRRN4CL,1
LRSAM1,1
LRTM2,1
LRWD1,1
LSAMP,1
LSDP5,1
LSM10,1
LSM14A,1
LSM3,1
LSM6,1
LSR,1
LST1,1
LTB,1
LTB4R2,1
LTBP4,1
LTBR,1
LTF,1
LUC7L,1
LUC7L2,1
LUZP4,1
LVRN,1
LY6G6C,1
LY75,1
LY9,1
LYL1,1
LYPD1,1
LYPD3,1
LYPD5,1
LYPD6,1
LYPLA1,1
LYPLAL1,1
LYSMD2,1
LYST,1
LYZL4,1
LZIC,1
MAB21L1,1
MAB21L2,1
MACROD1,1
MAD1L1,1
MAEA,1
MAEL,1
MAF1,1
MAFB,1
MAFF,1
MAFG,1
MAGEA1,1
MAGEA10,1
MAGEA12,1
MAGEA2,1
MAGEA8,1
MAGEC1,1
MAGEC2,1
MAGI2,1
MAGIX,1
MAK,1
MAL,1
MAL2,1
MALL,1
MALT1,1
MAMDC2,1
MAML2,1
MAN2A2,1
MANEAL,1
MAOB,1
MAP10,1
MAP1B,1
MAP1D,1
MAP2K7,1
MAP3K6,1
MAP4,1
MAP6,1
MAP6D1,1
MAPK10,1
MAPK11,1
MAPK14,1
MAPK8IP1,1
MAPK8IP2,1
MAPK9,1
MAPKAPK3,1
MAR3-,1
10-Mar,1
11-Mar,1
3-Mar,1
4-Mar,1
MARCKSL1,1
MARK1,1
MARK2,1
MARK3,1
MARS,1
MARVELD2,1
MAT1A,1
MATN1,1
MATN4,1
MAZ,1
MB,1
MBD4,1
MBNL1,1
MBP,1
MC1R,1
MC2R,1
MC3R,1
MCART1,1
MCAT,1
MCM6,1
MCOLN3,1
MCPH1,1
MCRS1,1
MDFI,1
MDGA2,1
MDK,1
ME1,1
MED22,1
MEF2C,1
MEG3,1
MEGF6,1
MEI1,1
MEPCE,1
MEPE,1
MERTK,1
METAP2,1
MEX3B,1
MFAP3,1
MFAP3L,1
MFGE8,1
MFN2,1
MFSD2,1
MFSD4,1
MGA,1
MGAT1,1
MGAT5,1
MGAT5B,1
MGC11257,1
MGC13057,1
MGC15912,1
MGC21874,1
MGC22001,1
MGC2463,1
MGC24975,1
MGC26816,1
MGC33839,1
MGC34761,1
MGC35154,1
MGC39606,1
MGC40168,1
MGC48595,1
MGC50372,1
MGC5576,1
MGST1,1
MICALCL,1
MICALL1,1
MIDN,1
MIER2,1
miR 184,1
miR 23b,1
miR 34b,1
