gene,study_count
miR 9-1,1
miR 9-2,1
mir10B,1
MIR124-1,1
MIR153-2,1
MIR194-2,1
MIR424,1
MIR9-3,1
MIRLET7I,1
MITF,1
MIXL1,1
MKKS,1
MKKS-C20orf94,1
MKNK2,1
MKRN2,1
MKRN3,1
MLANA,1
MLCK,1
MLH1,1
MLLT10,1
MLNR,1
MLP,1
MLPH,1
MLXIPL,1
MME,1
MMEL1,1
MMP1,1
MMP13,1
MMP14,1
MMP16,1
MMP2,1
MMP21,1
MMP23B,1
MMP25,1
MMP26,1
MMP28,1
MMP3,1
MMP7,1
MMP9,1
MMRN2,1
MN1,1
MNT,1
MOBKL3,1
MOBP,1
MOCS1,1
MOG,1
MOGAT3,1
MORF4L1,1
MOS,1
MOSC1,1
MOV10L1,1
MP53G,1
MPDU1,1
MPG,1
MPHOSPH9,1
MPL,1
MPN2,1
MPO,1
MPST,1
MPZ,1
MRC2,1
MRPL12,1
MRPL14,1
MRPL16,1
MRPL36,1
MRPL36-NDUFS6,1
MRPL41,1
MRPL43,1
MRPL44,1
MRPL46,1
MRPL47,1
MRPL53,1
MRPS11,1
MRPS16,1
MRPS26,1
MS4A1,1
MS4A10,1
MS4A12,1
MS4A13,1
MS4A3,1
MS4A6A,1
MSC,1
MSLN,1
MST1,1
MSTO1,1
MT1A,1
MT1E,1
MT1H,1
MT1M,1
MT1X,1
MT3,1
MT4,1
MTAP,1
MTCH2,1
MTERFD1,1
MTF2,1
MTFR1,1
MTL5,1
MTMR3,1
MTO1,1
MTX1,1
MUC17,1
MUC3B,1
MUSTN1,1
MUT,1
MUTED,1
MVP,1
MX1,1
MXRA7,1
MYBBP1A,1
MYBPC3,1
MYBPH,1
MYBPHL,1
MYC,1
MYCBPAP,1
MYCN,1
MYD88,1
MYF6,1
MYH11,1
MYH3,1
MYH6,1
MYL1,1
MYL2,1
MYL4,1
MYL7,1
MYL9,1
MYLK,1
MYLK2,1
MYLPF,1
MYO18A,1
MYO19,1
MYO1G,1
MYO3A,1
MYO6,1
MYO7A,1
MYO7B,1
MYO9B,1
MYOCD,1
MYOD1,1
MYOG,1
MYOM1,1
MYOM3,1
MYOZ1,1
MYPOP,1
MYRIP,1
MYT1,1
N4BP2,1
N4BP2L1,1
N4BP3,1
NAF1,1
NAG8,1
NAGS,1
NALCN,1
NALP4,1
NANOG,1
NANOGP1,1
NANOS1,1
NAP1L3,1
NAP1L5,1
NAPRT1,1
NAPSA,1
NARS2,1
NAT10,1
NAT6,1
NAV2,1
NBL1,1
NBPF3,1
NCAM1,1
NCAM2,1
NCK1,1
NCKAP1L,1
NCKAP5L,1
NCOA1,1
NCOA2,1
NCOA4,1
NCRNA00086,1
NDN,1
NDNL2,1
NDRG1,1
NDRG2,1
NDST1,1
NDUFB10,1
NDUFS1,1
NDUFS6,1
NDUFS8,1
NDUFV1,1
NECAB1,1
NEFL,1
NEFM,1
NEGR1,1
NEIL1,1
NEIL3,1
NEK6,1
NEK9,1
NELL1,1
NENF,1
NES,1
NETO1,1
NEU2,1
NEUROD1,1
NEUROG3,1
NFIB,1
NFIC,1
NFIX,1
NFKBIL2,1
NFX1,1
NGB,1
NGF,1
NGFR,1
NGFRAP1,1
NHLRC1,1
NHS,1
NHSL2,1
NID1,1
NID2,1
NIPA2,1
NIPSNAP3B,1
NKAIN3,1
NKAP,1
NKAPL,1
NKD1,1
NKX2-4,1
NKX6-3,1
NLGN1,1
NLGN2,1
NLGN4X,1
NLP,1
NLRP12,1
NLRP6,1
NLRP8,1
NME4,1
NME5,1
NMNAT2,1
NMNAT3,1
NMUR1,1
NNMT,1
NOC2L,1
NOL3,1
NOL4,1
NOL8,1
NOLA2,1
NOM1,1
NOPE,1
NOS2A,1
NOS3,1
NOTCH1,1
NOTCH4,1
NOTO,1
NOVA1,1
NOX4,1
NPAL1,1
NPAS3,1
NPAT,1
NPBWR1,1
NPHS2,1
NPM2,1
NPNT,1
NPPA,1
NPPB,1
NPPC,1
NPR1,1
NPSR1,1
NPTX1,1
NPW,1
NPY2R,1
NQO1,1
NR1H2,1
NR2F6,1
NR4A2,1
NR4A3,1
NR5A2,1
NRAP,1
NRAS,1
NRBP2,1
NRCAM,1
NRG1,1
NRG3,1
NRIP3,1
NRN1,1
NRP2,1
NRSN1,1
NSMCE1,1
NSUN3,1
NSUN5,1
NSUN7,1
NT5C,1
NT5C1A,1
NT5DC2,1
NT5DC3,1
NTF3,1
NTHL1,1
NTN1,1
NTN4,1
NTNG1,1
NTNG2,1
NTRK1,1
NTRK2,1
NTRK3,1
NUAK1,1
NUAK2,1
NUBP2,1
NUBPL,1
NUDT11,1
NUDT16L1,1
NUDT16P1,1
NUDT17,1
NUMA1-LRRC51,1
NUP133,1
NUP188,1
NUP210,1
NUP210L,1
NUP62,1
NUP85,1
NUP98,1
NUPL1,1
NXN,1
NXNL1,1
NXNL2,1
NXPH2,1
NXPH4,1
OAT,1
OAZ1,1
OBP2B,1
OCM,1
ODF1,1
ODF2L,1
ODF3L1,1
OGDHL,1
OGG1,1
OGT,1
OLFM1,1
OLIG1,1
OPN1LW,1
OPN1SW,1
OPN4,1
OPRL1,1
OPRM1,1
OPRS1,1
OPTC,1
OR10H1,1
OR10P1,1
OR13J1,1
OR1D5,1
OR1K1,1
OR2B11,1
OR2C1,1
OR2G6,1
OR2L13,1
OR5C1,1
OR6F1,1
OR6N2,1
OR6S1,1
OR7A17,1
OR7C2,1
OR8B8,1
ORAI2,1
ORAI3,1
ORM1,1
OSAP,1
OSBPL3,1
OSBPL7,1
OSGIN1,1
OSMR,1
OSTalpha,1
OTOP1,1
OTOP2,1
OTUD4,1
OTUD6A,1
OTUD6B,1
OTUD7,1
OTX1,1
OX1,1
OXER1,1
OXGR1,1
OXT,1
P11,1
P117,1
P2RX3,1
P2RX4,1
P2RX6,1
P2RY2,1
P2RY4,1
P2RY6,1
P4HA2,1
P4HA3,1
P53AIP1,1
PABPC1L2A,1
PABPN1,1
PACAP,1
PACSIN1,1
PACSIN2,1
PACSIN3,1
PADI1,1
PADI2,1
PADI3,1
PADI4,1
PADI6,1
PAGE1,1
PAGE2,1
PAGE3,1
PAH,1
PAK1,1
PAK2,1
PALM,1
PAN3,1
PAPLN,1
PAPOLB,1
PAPPA2,1
PAQR4,1
PAQR6,1
PAQR8,1
PAQR9,1
PARD6A,1
PARK7,1
PARP1,1
PARP10,1
PARP15,1
PARP3,1
PARP6,1
PARVB,1
PASK,1
PATZ1,1
PAX1,1
PAX7,1
PAX9,1
PBOV1,1
PBX3,1
PBX4,1
PCBP3,1
PCDH10,1
PCDH20,1
PCDH7,1
PCDHA2,1
PCDHA8,1
PCDHB5,1
PCDHG5,1
PCDHGA10,1
PCDHGA11,1
PCDHGA7,1
PCDHGA8,1
PCDHGA9,1
PCDHGB4,1
PCDHGB5,1
PCDHGB6,1
PCDHGB7,1
PCDHGB8P,1
PCDHGC3,1
PCDHGC4,1
PCDP1,1
PCID2,1
PCK1,1
PCMT1,1
PCMTD1,1
PCMTD2,1
PCNP,1
PCNXL3,1
PCSK4,1
PCSK5,1
PCSK9,1
PCTK1,1
PDCD10,1
PDCL2,1
PDE1B,1
PDE1C,1
PDE2A,1
PDE4C,1
PDE4D,1
PDE4DIP,1
PDE5A,1
PDE6A,1
PDE6G,1
PDE6H,1
PDE7B,1
PDE9A,1
PDGFC,1
PDHA2,1
PDIA3,1
PDILT,1
PDK4,1
PDLIM4,1
PDPK1,1
PDPN,1
PDZD3,1
PDZD7,1
PEA15,1
PEAR1,1
PEBP4,1
PEG3,1
PEMT,1
PER1,1
PER2,1
PER3,1
PET112L,1
PEX19,1
PEX5L,1
PEX7,1
PF4,1
PF4V1,1
PFDN1,1
PFKFB1,1
PFKFB4,1
PFN3,1
PGA5,1
PGAM4,1
PGK2,1
PGM1,1
PGM3,1
PGR,1
PGRMC1,1
PGRMC2,1
PHACTR3,1
PHF11,1
PHF19,1
PHF2,1
PHF3,1
PHLDA1,1
PHYH,1
PHYHD1,1
PHYHIPL,1
PI16,1
PI4K2A,1
PI4KCB,1
PIB5PA,1
PIF1,1
PIGR,1
PIGW,1
PIK3AP1,1
PIK3C2B,1
PIK3CB,1
PIK3R1,1
PIK3R5,1
PIK3R6,1
PILRA,1
PILRB,1
PIP4K2C,1
PIPOX,1
PISD,1
PITPNA,1
PITPNM1,1
PITX3,1
PIWIL1,1
PIWIL2,1
PJA2,1
PKD1,1
PKD1L1,1
PKD2,1
PKLR,1
PKNOX1,1
PKP4,1
PLA2G4A,1
PLA2R1,1
PLAA,1
PLAA-IFT74,1
PLAGL1,1
PLAGL2,1
PLCB3,1
PLCD1,1
PLCG2,1
PLCXD3,1
PLD4,1
PLD5,1
PLEC1,1
PLEKHA2,1
PLEKHA4,1
PLEKHA6,1
PLEKHF1,1
PLEKHG2,1
PLEKHG3,1
PLEKHG4,1
PLEKHG5,1
PLEKHH2,1
PLEKHM3,1
PLEKHO1,1
PLIN,1
PLK3,1
PLLP,1
PLOD3,1
PLSCR2,1
PLSCR3,1
PLTP,1
PLXNA1,1
PLXNA4,1
PLXNA4B,1
PLXNB2,1
PMEPA1,1
PMM2,1
PNLIPRP2,1
PNMA3,1
PNPLA3,1
PNPLA5,1
PNPLA6,1
PNPLA7,1
POFUT2,1
POLD1,1
POLD2,1
POLE,1
POLE3,1
POLE4,1
POLM,1
POLN,1
POLR1C,1
POLR2E-GPX4,1
POMC,1
PON1,1
POP7,1
POR,1
POU2AF1,1
POU2F1,1
POU2F3,1
POU5F2,1
POU6F2,1
PPAN,1
PPAN-P2RY11,1
PPAP2B,1
PPAPDC1A,1
PPAPDC2,1
PPARA,1
PPARG,1
PPARGC1B,1
PPEF2,1
PPFIA3,1
PPFIBP2,1
PPIL6,1
PPM1A,1
PPME1,1
PPP1R12C,1
PPP1R13B,1
PPP1R13L,1
PPP1R14B,1
PPP1R14D,1
PPP1R1B,1
PPP1R3C,1
PPP1R7,1
PPP1R9A,1
PPP2R2B,1
PPP2R2C,1
PPP2R3B,1
PPP2R5B,1
PPP3CA,1
PPP4C,1
PPP4R1,1
PPP5C,1
PPT2,1
PQLC3,1
PRAC,1
PRCP,1
PRDM11,1
PRDM13,1
PRDM14,1
PRDM2,1
PRDM8,1
PREB,1
PRF1,1
PRH1,1
PRIC285,1
PRICKLE3,1
PRIMA1,1
PRKA,1
PRKACA,1
PRKACG,1
PRKAG3,1
PRKAR1B,1
PRKCB,1
PRKCH,1
PRKCZ,1
PRKY,1
PRMT6,1
PRMT7,1
PROCA1,1
PROCR,1
PRODH,1
PROM2,1
PROP1,1
PROX1,1
PRPF6,1
PRR17,1
PRR3,1
PRR5,1
PRRT2,1
PRRX2,1
PRSS1,1
PRSS16,1
PRSS3,1
PRSSL1,1
PRTS11,1
PRTS23,1
PRUNE2,1
PSCD4,1
PSEN2,1
PSENEN,1
PSG11,1
PSG7,1
PSG8,1
PSKH2,1
PSMA4,1
PSMB8,1
PSMC4,1
PSMD14,1
PSMD4,1
PSMD5,1
PSMD8,1
PSMG3,1
PSMG4,1
PSORS1C2,1
PSTPIP1,1
PTCH2,1
PTCHD2,1
PTCRA,1
PTDSS1,1
PTER,1
PTGDS,1
PTGER4,1
PTGES,1
PTGIS,1
PTGS1,1
PTH2R,1
PTHR1,1
PTMS,1
PTP4A3,1
PTPLA,1
PTPLAD2,1
PTPN14,1
PTPN18,1
PTPN3,1
PTPN5,1
PTPN6,1
PTPN7,1
PTPRA,1
PTPRE,1
PTPRF,1
PTPRH,1
PTPRJ,1
PTPRN,1
PTPRN2,1
PTPRO,1
PTPRR,1
PTPRT,1
PTRF,1
PTTG2,1
PUNC,1
PURA,1
PURG,1
PVALB,1
PVT1,1
PWP1,1
PWP2,1
PYCRL,1
PYDC1,1
PYGL,1
PYGO1,1
PYY,1
PYY2,1
QPCT,1
QPRT,1
QSER1,1
QSOX1,1
QSOX2,1
RAB11FIP1,1
RAB11FIP3,1
RAB11FIP4,1
RAB14,1
RAB17,1
RAB22A,1
RAB27B,1
RAB32,1
RAB36,1
RAB37,1
RAB39B,1
RAB3B,1
RAB3IP,1
RAB6C,1
RABEP1,1
RABGGTA,1
RAC2,1
RAD52,1
RAET1G,1
RAET1L,1
RAFTLIN,1
RAI17,1
RAI2,1
RALGDS,1
RALYL,1
RAMP1,1
RAMP3,1
RAP1GAP,1
RAP1GDS1,1
RAP2B,1
RAPGEF1,1
RAPGEF3,1
RAPH1,1
RAPSN,1
RARA,1
RARG,1
RASAL1,1
RASD1,1
RASD2,1
RASGEF1A,1
RASGRF1,1
RASGRF2,1
RASGRP2,1
RASGRP4,1
RASIP1,1
RASL10B,1
RASL11A,1
RASL11B,1
RASSF2,1
RASSF4,1
RASSF5,1
RAVER1,1
RAX2,1
RBM11,1
RBM12,1
RBM15B,1
RBM23,1
RBM3,1
RBM6,1
RBP1,1
RBP2,1
RBP7,1
RCBTB2,1
RCN3,1
RD3,1
RDBP,1
RDH10,1
RDH12,1
RDH5,1
RDHE2,1
REC8,1
REEP2,1
REG1A,1
REG1P,1
REG3G,1
RELA,1
RELL2,1
RELN,1
RELT,1
RERG,1
RETN,1
RETNLB,1
REXO1,1
REXO1L1,1
RFPL3,1
RFTN1,1
RFWD2,1
RFX4,1
RGL4,1
Rgr,1
RGS10,1
RGS11,1
RGS14,1
RGS16,1
RGS20,1
RGS22,1
RGS3,1
RGS5,1
RGS7BP,1
RGS9BP,1
RHBDF2,1
RHOV,1
RHOXF1,1
RHOXF2,1
RIBC2,1
RILP,1
RIMS4,1
RIN3,1
RING1,1
RIPK3,1
RIS,1
RLBP1,1
RLBP1L1,1
RLBP1L2,1
RLN1,1
RLN3,1
RLTPR,1
RNASE4,1
RNASE8,1
RND1,1
RNF112,1
RNF113B,1
RNF122,1
RNF126,1
RNF130,1
RNF139,1
RNF144A,1
RNF152,1
RNF165,1
RNF167,1
RNF17,1
RNF212,1
RNF215,1
RNF25,1
RNF39,1
RNF41,1
RNLS,1
ROBO1,1
ROM1,1
ROR2,1
RP11-325P15.2,1
RP11-457P14.4,1
RP4-712E4.1,1
RP9P,1
RPAP1,1
RPE,1
RPGR,1
RPH3AL,1
RPL12,1
RPL13A,1
RPL18A,1
RPL27,1
RPL28,1
RPL31,1
RPL36,1
RPL39L,1
RPL3L,1
RPL5,1
RPL7A,1
RPL8,1
RPP21,1
RPP25,1
RPP40,1
RPRM,1
RPRML,1
RPS15,1
RPS21,1
RPS4Y1,1
RPS4Y2,1
RPS6KA3,1
RPS6KB2,1
RPUSD2,1
RQCD1,1
RRBP1,1
RREB1,1
RRP9,1
RSHL1,1
RSL1D1,1
RSPO1,1
RTBDN,1
RTEL1,1
RTN1,1
RTN4IP1,1
RTP1,1
RUFY1,1
RUNDC3A,1
RUNX1,1
RUNX2,1
RUSC1,1
RUSC2,1
RWDD1,1
RWDD2A,1
RXRA,1
RYR2,1
S100A11,1
S100A12,1
S100A13,1
S100A14,1
S100A2,1
S100A3,1
S100A4,1
S100A5,1
S100A6,1
S100A7A,1
S100A8,1
S100B,1
S100Z,1
SAA2,1
SAC3D1,1
SAG,1
SAGE1,1
SALF,1
SALL1,1
SALL2,1
SALL4,1
SAMD1,1
SAMD13,1
SAMD14,1
SAMD5,1
SAMM50,1
SAPS2,1
SARM1,1
SAT2,1
SATB1,1
SATB2,1
SATB2-FLJ32063,1
SBDS,1
SBF1,1
SBNO1,1
SBNO2,1
SBP1,1
SCAMP2,1
SCAND1,1
SCAND3,1
SCARA5,1
SCARF1,1
SCARF2,1
SCG5,1
SCGB1A1,1
SCGB1C1,1
SCML4,1
SCN4A,1
SCN5A,1
SCOC,1
SCRN2,1
SCRT1,1
SCT,1
SCTR,1
SCUBE1,1
SDAD1,1
SDCBP2,1
SDCCAG1,1
SDCCAG33,1
SDCCAG8,1
SDF2L1,1
SDHA,1
SDHD,1
SDPR,1
SDS,1
SDSL,1
SEBOX,1
SEC11C,1
SEC14L3,1
SEC14L4,1
SEC22A,1
SEC22L3,1
SEC31B,1
SELO,1
SELPLG,1
SEMA3B,1
SEMA3F,1
SEMA4A,1
SEMA4C,1
SEMA4G,1
SEMA5B,1
SEMA6A,1
SEMA6B,1
SEMA6C,1
SEMA7A,1
SEP5-,1
SEPN1,1
12-Sep,1
3-Sep,1
4-Sep,1
8-Sep,1
SEPX1,1
SERBP1,1
SERF2,1
SERHL,1
SERINC2,1
SERINC4,1
SERP2,1
SERPINA10,1
SERPINA13,1
SERPINA5,1
SERPINA6,1
SERPINB1,1
SERPINB2,1
SERPINB6,1
SERPINB8,1
SERPINB9,1
SERPINC1,1
SERPINF2,1
SERPINI1,1
SESN2,1
SETBP1,1
SETD4,1
SETD8,1
SETDB1,1
SEZ6,1
SEZ6L,1
SF3B14,1
SFMBT1,1
SFN,1
SFPQ,1
SFRP2,1
SFRP4,1
SFRP5,1
SFRS16,1
SFRS5,1
SFTPD,1
SFTPH,1
SFXN1,1
SFXN3,1
SFXN4,1
SGCD,1
SGCE,1
SGEF,1
SGIP1,1
SGK2,1
SGSH,1
SH2B2,1
SH2D1B,1
SH2D4B,1
SH3BGR,1
SH3BP1,1
SH3BP2,1
SH3BP4,1
SH3GLB1,1
SH3PXD2A,1
SHBG,1
SHC1,1
SHC2,1
SHC3,1
SHE,1
SHF,1
SHISA4,1
SHISA5,1
SHKBP1,1
SHMT2,1
SHROOM4,1
SIDT1,1
SIGLEC10,1
SIGLEC12,1
SIGLEC14,1
SIGLEC5,1
SIGLEC6,1
SIGLEC7,1
SIGLEC9,1
SIK1,1
SIL1,1
SIPA1,1
SIRPA,1
SIRPG,1
SIRT1,1
SIRT6,1
SIX1,1
SIX3,1
SIX5,1
SKAP1,1
SKI,1
SLA,1
SLA2,1
SLAIN2,1
SLBP,1
SLC03A1,1
SLC10A1,1
SLC10A4,1
SLC10A7,1
SLC11A1,1
SLC12A3,1
SLC12A4,1
SLC12A9,1
SLC13A4,1
SLC13A5,1
SLC15A3,1
SLC16A11,1
SLC16A12,1
SLC16A13,1
SLC16A8,1
SLC17A3,1
SLC17A7,1
SLC17A8,1
SLC18A3,1
SLC1A1,1
SLC1A2,1
SLC1A7,1
SLC22A1,1
SLC22A12,1
SLC22A14,1
SLC22A17,1
SLC22A18,1
SLC22A2,1
SLC22A4,1
SLC22A7,1
SLC23A3,1
SLC24A3,1
SLC25A11,1
SLC25A16,1
SLC25A18,1
SLC25A2,1
SLC25A24,1
SLC25A3,1
SLC25A31,1
SLC25A35,1
SLC25A39,1
SLC25A43,1
SLC26A10,1
SLC26A11,1
SLC26A2,1
SLC26A9,1
SLC27A3,1
SLC27A5,1
SLC28A2,1
SLC29A1,1
SLC2A1,1
SLC2A14,1
SLC2A7,1
SLC2A9,1
SLC30A10,1
SLC32A1,1
SLC34A1,1
SLC34A3,1
SLC35A4,1
SLC35E3,1
SLC35F2,1
SLC35F3,1
SLC36A1,1
SLC36A3,1
SLC37A1,1
SLC38A1,1
SLC38A3,1
SLC38A4,1
SLC38A5,1
SLC38A7,1
SLC38A8,1
SLC39A5,1
SLC40A1,1
SLC41A3,1
SLC44A5,1
SLC46A2,1
SLC46A3,1
SLC47A2,1
SLC4A3,1
SLC4A4,1
SLC5A10,1
SLC5A11,1
SLC5A2,1
SLC5A5,1
SLC5A7,1
SLC5A8,1
SLC6A1,1
SLC6A11,1
SLC6A12,1
SLC6A17,1
SLC6A2,1
SLC6A20,1
SLC6A8,1
SLC7A10,1
SLC7A14,1
SLC7A3,1
SLC7A4,1
SLC7A5,1
SLC7A7,1
SLC7A8,1
SLC7A9,1
SLC8A2,1
SLC8A3,1
SLC9A1,1
SLC9A3,1
SLCO4C1,1
SLFN12L,1
SLFN13,1
SLIT1,1
SLIT3,1
SLITRK3,1
SLITRK4,1
SLITRK5,1
SLK,1
SLMAP,1
SLN,1
SMAD3,1
SMAD9,1
SMARCA3,1
SMARCAL1,1
SMARCD3,1
SMC1L1,1
SMCR8,1
SMOC2,1
SMOX,1
SMPD4,1
SMTNL2,1
SMURF1,1
SMYD3,1
SNAI1,1
SNAI2,1
SNAP91,1
SNCAIP,1
SND1,1
SNN,1
SNORD123,1
snoU13,1
SNPH,1
SNRNP25,1
SNRPN,1
SNTG2,1
SNX11,1
SNX19,1
SNX22,1
SNX31,1
SNX32,1
SNX9,1
SOBP,1
SOCS1,1
SOCS2,1
SOD2,1
SORCS1,1
SORCS2,1
SORD,1
SOST,1
SOX1,1
SOX10,1
SOX11,1
SOX3,1
SOX5,1
SP140,1
SP140L,1
SP3,1
SP9,1
SPACA3,1
SPAG17,1
SPAG4,1
SPAG6,1
SPARC,1
SPATA19,1
SPATA21,1
SPATS1,1
SPECC1,1
SPEG,1
SPET6,1
SPG20,1
SPG3A,1
SPHKAP,1
SPIB,1
SPINK1,1
SPINK4,1
SPIRE1,1
SPIRE2,1
SPN,1
SPOCK2,1
SPON1,1
SPRR1A,1
SPRR1B,1
SPRR2A,1
SPRR2D,1
SPRR2E,1
SPRR2F,1
SPRR2G,1
SPRY2,1
SPRY4,1
SPSB2,1
SPSB3,1
SPTB,1
SPTBN4,1
SQLE,1
SRA1,1
SRD5A2,1
SREBF2,1
SRF,1
SRL,1
SRM,1
SRPR,1
SRPX,1
SRRM2,1
SRrp35,1
SRXN1,1
SSH1,1
SST,1
SSTR3,1
SSX3,1
ST3GAL3,1
ST6GALNAC3,1
ST6GALNAC5,1
ST8SIA1,1
ST8SIA3,1
ST8SIA5,1
STAC,1
STAC3,1
STAR,1
STARD3,1
STARD3NL,1
STARD6,1
STAT3,1
STAT4,1
STAT5A,1
STAT6,1
STAU2,1
STC1,1
STC2,1
STEAP4,1
STH,1
STIP1,1
STK11,1
STK25,1
STK31,1
STK32C,1
STK38,1
STMN2,1
STMN3,1
STOM,1
STOML3,1
STOX2,1
STRA8,1
STS,1
STX12,1
STX16,1
STX17,1
STX1B,1
SUHW2,1
SULF1,1
SULT1A1,1
SULT1A2,1
SUMO1,1
SUMO4,1
SURF1,1
SURF2,1
SUSD1,1
SUSD2,1
SUSD3,1
SUV420H1,1
SUV420H2,1
SUZ12,1
SV2A,1
SYCE2,1
SYCN,1
SYCP2L,1
SYCP3,1
SYDE1,1
SYK,1
SYMPK,1
SYN3,1
SYNE1,1
SYNE2,1
SYNGR2,1
SYNGR3,1
SYNPO2L,1
SYNPR,1
SYT11,1
SYT13,1
SYT17,1
SYT6,1
SYT9,1
T,1
TAAR2,1
TAAR5,1
TACC2,1
TACC3,1
TACR1,1
TADA3L,1
TAF15,1
TAF4,1
TAF6L,1
TAF7,1
TAF8,1
TAGLN,1
TAGLN2,1
TAL1,1
TAL2,1
TANC1,1
TAP2,1
TAPBP,1
TARS,1
TAS2R3,1
TAS2R49,1
TAS2R5,1
TAS2R50,1
TAX1BP1,1
TAX1BP3-TMEM93,1
TBC1D10C,1
TBC1D26,1
TBC1D28,1
TBC1D29,1
TBC1D30,1
TBC1D4,1
TBL1XR1,1
TBL3,1
TBR1,1
TBX1,1
TBX10,1
TBX18,1
TBX19,1
TBX2,1
TBX20,1
TBX22,1
TBX4,1
TC2N,1
TCEA2,1
TCEB1,1
TCEB3B,1
TCEB3C,1
TCERG1L,1
TCF15,1
TCF19,1
TCF20,1
TCF21,1
TCF3,1
TCF4,1
TCFL5,1
TCL1A,1
TCL1B,1
TCN2,1
TCP10L,1
TCP11,1
TCP11L2,1
TCTEX1D1,1
TD1,1
TDGF1,1
TDRD10,1
TDRD5,1
TDRKH,1
TEAD2,1
TEB1,1
TEKT3,1
TEKT5,1
TEM8,1
TENC1,1
TES,1
TESC,1
TESSP5,1
TET1,1
TEX101,1
TFAP2B,1
TFEB,1
TGFA,1
TGFB1I1,1
TGFB2,1
TGFB3,1
TGFBI,1
TGFBR2,1
TGIF,1
TGIF1,1
TGIF2,1
TGM2,1
TGM4,1
TGM6,1
THAP11,1
THAP4,1
THAP7,1
THBS2,1
THBS3,1
THOC6,1
THPO,1
THRA,1
THY1,1
TIAM2,1
TICAM1,1
TIGD7,1
TIGIT,1
TIMM13,1
TIMM17A,1
TIMM22,1
TIMP1,1
TIMP2,1
TIMP4,1
TINAGL1,1
TINP1,1
TIPARP,1
TIRAP,1
TJP2,1
TLN1,1
TLN2,1
TLR5,1
TLR6,1
TLR9,1
TM4SF19,1
TM4SF20,1
TM6SF1,1
TM6SF2,1
TM9SF4,1
TMBIM1,1
TMC1,1
TMC2,1
TMC5,1
TMCO3,1
TMCO4,1
TMED2,1
TMED6,1
TMEFF1,1
TMEFF2,1
TMEM109,1
TMEM121,1
TMEM125,1
TMEM129,1
TMEM130,1
TMEM132A,1
TMEM132D,1
TMEM145,1
TMEM151A,1
TMEM155,1
TMEM162,1
TMEM163,1
TMEM16E,1
TMEM173,1
TMEM175,1
TMEM176A,1
TMEM177,1
TMEM185A,1
TMEM192,1
TMEM196,1
TMEM208,1
TMEM219,1
TMEM22,1
TMEM27,1
TMEM30B,1
TMEM33,1
TMEM37,1
TMEM40,1
TMEM41A,1
TMEM42,1
TMEM45B,1
TMEM51,1
TMEM59L,1
TMEM63B,1
TMEM64,1
TMEM74,1
TMEM81,1
TMEM85,1
TMEM86B,1
TMEM9,1
TMEM90B,1
TMEM91,1
TMOD1,1
TMOD4,1
TMPRSS2,1
TMPRSS4,1
TMPRSS6,1
TMTC1,1
TMTC4,1
TNC,1
TNF,1
TNFAIP2,1
TNFRSF10A,1
TNFRSF13C,1
TNFRSF17,1
TNFRSF19,1
TNFRSF25,1
TNFRSF8,1
TNFSF10,1
TNFSF13B,1
TNFSF15,1
TNFSF8,1
TNNC1,1
TNNI3,1
TNP2,1
TNPO1,1
TNRC6C,1
TNS4,1
TNXB,1
TOB1,1
TOMM7,1
TOP1MT,1
TOP3A,1
TOR1AIP2,1
TOR1B,1
TOX,1
TOX3,1
TP53BP1,1
TP53I13,1
TP53I3,1
TPBG,1
TPCN2,1
TPD52L3,1
TPI1,1
TPM2,1
TPPP,1
TPRA1,1
TPRX1,1
TPRXL,1
TPSG1,1
TPTE,1
TRA2A,1
TRAF2,1
TRAF3IP1,1
TRAF6,1
TRAF7,1
TRAK1,1
TRAM1,1
TRAP1,1
TREH,1
TREM2,1
TREML2,1
TRHDE,1
TRIAD3,1
TRIB1,1
TRIB2,1
TRIB3,1
TRIM11,1
TRIM15,1
TRIM17,1
TRIM26,1
TRIM31,1
TRIM32,1
TRIM34,1
TRIM36,1
TRIM38,1
TRIM41,1
TRIM42,1
TRIM46,1
TRIM47,1
TRIM58,1
TRIM59,1
TRIM63,1
TRIM71,1
TRIM72,1
TRIM9,1
TRIML1,1
TRIO,1
TRIOBP,1
TRIT1,1
TRNT1,1
TROVE2,1
TRPA1,1
TRPC1,1
TRPC5,1
TRPC6,1
TRPM5,1
TRPV1,1
TRPV2,1
TRPV5,1
TRUB1,1
TSC2,1
TSC22D4,1
TSGA10,1
TSGA10IP,1
TSHR,1
TSHZ1,1
TSLP,1
TSNARE1,1
TSNAX,1
TSP50,1
TSPAN10,1
TSPAN11,1
TSPAN12,1
TSPAN16,1
TSPAN17,1
TSPAN18,1
TSPAN2,1
TSPAN3,1
TSPAN33,1
TSPY26P,1
TSPYL6,1
TSSC1,1
TSSK2,1
TST,1
TTBK1,1
TTC15,1
TTC16,1
TTC31,1
TTC32,1
TTLL12,1
TTLL2,1
TTLL3,1
TTLL6,1
TTLL9,1
TTR,1
TTTY14,1
TTYH2,1
TUB,1
TUBA1A,1
TUBA1C,1
TUBA3E,1
TUBA4B,1
TUBB1,1
TUBB4,1
TUBB8,1
TUBG1,1
TUBGCP4,1
TUBULN5,1
TXK,1
TXNDC17,1
TXNDC2,1
TXNDC3,1
TXNDC5,1
TXNDC6,1
TXNIP,1
TXNL1,1
TXNRD1,1
TYROBP,1
TYW1,1
U1,1
